timestamp,cycle,mode,episode_in_mode,total_reward,steps,v_out_mean
1768419604,3,test,23,2.0,203,-61.900306701660156
1768419629,3,test,24,2.0,210,-62.276084899902344
1768419644,3,test,25,0.0,130,-61.88761520385742
1768419659,3,test,26,0.0,127,-61.812217712402344
1768419688,3,test,27,3.0,249,-62.273414611816406
1768419712,3,test,28,2.0,201,-61.770660400390625
1768419741,3,test,29,3.0,252,-61.86870193481445
1768419764,3,test,30,2.0,203,-62.027652740478516
1768419787,3,test,31,2.0,197,-62.01309585571289
1768419817,3,test,32,3.0,252,-61.788883209228516
1768419840,3,test,33,2.0,202,-62.09568786621094
1768419855,3,test,34,0.0,127,-61.750972747802734
1768419884,3,test,35,3.0,253,-61.8558235168457
1768419908,3,test,36,2.0,202,-62.19215393066406
1768419932,3,test,37,2.0,205,-62.23258590698242
1768419955,3,test,38,2.0,199,-62.11166000366211
1768419984,3,test,39,3.0,249,-61.91117858886719
1768420007,3,test,40,2.0,201,-61.9380989074707
1768420031,3,test,41,2.0,203,-62.069950103759766
1768420054,3,test,42,2.0,205,-61.855770111083984
1768420078,3,test,43,2.0,206,-61.90493392944336
1768420102,3,test,44,2.0,200,-62.17317581176758
1768420131,3,test,45,3.0,250,-61.99235534667969
1768420160,3,test,46,3.0,249,-61.7847785949707
1768420183,3,test,47,2.0,203,-62.03858184814453
1768420206,3,test,48,2.0,199,-61.965755462646484
1768420235,3,test,49,3.0,248,-62.20996856689453
1768420250,3,test,50,0.0,129,-62.10382843017578
1768420273,3,test,51,2.0,197,-61.772438049316406
1768420297,3,test,52,2.0,204,-62.06221389770508
1768420320,3,test,53,2.0,203,-62.1500358581543
1768420344,3,test,54,2.0,199,-61.956634521484375
1768420372,3,test,55,3.0,245,-61.876468658447266
1768420395,3,test,56,2.0,199,-61.8995475769043
1768420419,3,test,57,2.0,206,-62.004703521728516
1768420442,3,test,58,2.0,200,-62.13991165161133
1768420466,3,test,59,2.0,200,-62.048362731933594
1768420489,3,test,60,2.0,203,-62.14568328857422
1768420505,3,test,61,0.0,139,-61.9032096862793
1768420534,3,test,62,3.0,245,-62.21644973754883
1768420557,3,test,63,2.0,202,-61.98784637451172
1768420592,3,test,64,4.0,297,-61.990943908691406
1768420615,3,test,65,2.0,203,-61.85615158081055
1768420638,3,test,66,2.0,199,-62.04426956176758
1768420662,3,test,67,2.0,199,-61.71908187866211
1768420685,3,test,68,2.0,201,-61.78770065307617
1768420700,3,test,69,0.0,129,-61.96459197998047
1768420724,3,test,70,2.0,204,-61.93987274169922
1768420747,3,test,71,2.0,202,-62.098594665527344
1768420776,3,test,72,3.0,246,-62.094581604003906
1768420799,3,test,73,2.0,203,-61.94559860229492
1768420822,3,test,74,2.0,198,-61.76828384399414
1768420852,3,test,75,3.0,254,-61.94952392578125
1768420875,3,test,76,2.0,199,-61.60453414916992
1768420899,3,test,77,2.0,206,-61.844364166259766
1768420922,3,test,78,2.0,201,-62.00398635864258
