6800,7.0
6801,0.0
6802,6.0
6803,2.0
6804,0.0
6805,1.0
6806,2.0
6807,0.0
6808,1.0
6809,0.0
6810,0.0
6811,0.0
6812,0.0
6813,3.0
6814,1.0
6815,2.0
6816,2.0
6817,1.0
6818,3.0
6819,2.0
6820,1.0
6821,1.0
6822,5.0
6823,1.0
6824,1.0
6825,0.0
6826,4.0
6827,1.0
6828,2.0
6829,1.0
6830,4.0
6831,2.0
6832,3.0
6833,0.0
6834,1.0
6835,0.0
6836,1.0
6837,1.0
6838,1.0
6839,0.0
6840,2.0
6841,0.0
6842,0.0
6843,2.0
6844,1.0
6845,1.0
6846,0.0
6847,2.0
6848,1.0
6849,1.0
6850,2.0
6851,0.0
6852,1.0
6853,3.0
6854,4.0
6855,2.0
6856,1.0
6857,1.0
6858,0.0
6859,4.0
6860,2.0
6861,0.0
6862,1.0
6863,0.0
6864,0.0
6865,2.0
6866,4.0
6867,1.0
6868,2.0
6869,0.0
6870,3.0
6871,0.0
6872,3.0
6873,0.0
6874,0.0
6875,1.0
6876,4.0
6877,2.0
6878,0.0
6879,1.0
6880,1.0
6881,2.0
6882,2.0
6883,2.0
6884,1.0
6885,1.0
6886,3.0
6887,0.0
6888,2.0
6889,2.0
6890,0.0
6891,2.0
6892,1.0
6893,2.0
6894,0.0
6895,1.0
6896,1.0
6897,3.0
6898,2.0
6899,2.0
6900,1.0
6901,1.0
6902,2.0
6903,2.0
6904,2.0
6905,1.0
6906,2.0
6907,2.0
6908,0.0
6909,0.0
6910,2.0
6911,2.0
6912,2.0
6913,0.0
6914,1.0
6915,3.0
6916,0.0
6917,1.0
6918,2.0
6919,1.0
6920,0.0
6921,2.0
6922,3.0
6923,1.0
6924,0.0
6925,0.0
6926,1.0
6927,1.0
6928,1.0
6929,1.0
6930,0.0
6931,2.0
6932,2.0
6933,0.0
6934,1.0
6935,3.0
6936,1.0
6937,3.0
6938,1.0
6939,0.0
6940,3.0
6941,1.0
6942,0.0
6943,0.0
6944,1.0
6945,2.0
6946,2.0
6947,3.0
6948,2.0
6949,4.0
6950,1.0
6951,2.0
6952,0.0
6953,2.0
6954,1.0
6955,0.0
6956,1.0
6957,0.0
6958,2.0
6959,1.0
6960,0.0
6961,0.0
6962,4.0
6963,0.0
6964,1.0
6965,1.0
6966,1.0
6967,0.0
6968,0.0
6969,1.0
6970,3.0
6971,3.0
6972,0.0
6973,1.0
6974,4.0
6975,1.0
6976,0.0
6977,1.0
6978,1.0
6979,0.0
6980,2.0
6981,1.0
6982,1.0
6983,1.0
6984,6.0
6985,4.0
6986,4.0
6987,1.0
6988,2.0
6989,1.0
6990,1.0
6991,0.0
6992,0.0
6993,0.0
6994,0.0
6995,2.0
6996,1.0
6997,0.0
6998,1.0
6999,3.0
7000,0.0
7001,5.0
7002,1.0
7003,0.0
7004,1.0
7005,2.0
7006,4.0
7007,0.0
7008,2.0
7009,1.0
7010,1.0
7011,0.0
7012,1.0
7013,2.0
7014,0.0
7015,2.0
7016,2.0
7017,3.0
7018,3.0
7019,2.0
7020,0.0
7021,2.0
7022,0.0
7023,0.0
7024,0.0
7025,2.0
7026,3.0
7027,3.0
7028,4.0
7029,1.0
7030,0.0
7031,0.0
7032,0.0
7033,0.0
7034,1.0
7035,1.0
7036,1.0
7037,3.0
7038,0.0
7039,2.0
7040,2.0
7041,1.0
7042,0.0
7043,2.0
7044,0.0
7045,2.0
7046,1.0
7047,1.0
7048,0.0
7049,3.0
7050,3.0
7051,2.0
7052,0.0
7053,0.0
7054,0.0
7055,1.0
7056,1.0
7057,0.0
7058,3.0
7059,2.0
7060,3.0
7061,3.0
7062,1.0
7063,2.0
7064,1.0
7065,1.0
7066,3.0
7067,1.0
7068,2.0
7069,0.0
7070,4.0
7071,3.0
7072,1.0
7073,1.0
7074,4.0
7075,3.0
7076,1.0
7077,4.0
7078,0.0
7079,1.0
7080,2.0
7081,2.0
7082,1.0
7083,2.0
7084,2.0
7085,4.0
7086,2.0
7087,2.0
7088,1.0
7089,3.0
7090,1.0
7091,2.0
7092,1.0
7093,2.0
7094,3.0
7095,1.0
7096,2.0
7097,0.0
7098,0.0
7099,0.0
7100,2.0
7101,0.0
7102,2.0
7103,1.0
7104,2.0
7105,1.0
7106,0.0
7107,2.0
7108,2.0
7109,0.0
7110,1.0
7111,2.0
7112,3.0
7113,0.0
7114,0.0
7115,1.0
7116,2.0
7117,1.0
7118,0.0
7119,1.0
7120,1.0
7121,1.0
7122,1.0
7123,0.0
7124,2.0
7125,1.0
7126,1.0
7127,1.0
7128,1.0
7129,0.0
7130,0.0
7131,0.0
7132,0.0
7133,0.0
7134,0.0
7135,2.0
7136,2.0
7137,1.0
7138,3.0
7139,1.0
7140,1.0
7141,1.0
7142,2.0
7143,0.0
7144,3.0
7145,1.0
7146,1.0
7147,0.0
7148,2.0
7149,0.0
7150,1.0
7151,1.0
7152,0.0
7153,1.0
7154,3.0
7155,2.0
7156,1.0
7157,0.0
7158,1.0
7159,0.0
7160,1.0
7161,0.0
7162,2.0
7163,3.0
7164,4.0
7165,0.0
7166,4.0
7167,1.0
7168,3.0
7169,1.0
7170,1.0
7171,1.0
7172,0.0
7173,0.0
7174,2.0
7175,5.0
7176,1.0
7177,1.0
7178,3.0
7179,2.0
7180,1.0
7181,0.0
7182,1.0
7183,2.0
7184,4.0
7185,1.0
7186,2.0
7187,1.0
7188,3.0
7189,4.0
7190,2.0
7191,3.0
7192,1.0
7193,2.0
7194,1.0
7195,1.0
7196,0.0
7197,2.0
7198,1.0
7199,4.0
7200,3.0
7201,0.0
7202,3.0
7203,2.0
7204,2.0
7205,0.0
7206,2.0
7207,0.0
7208,1.0
7209,4.0
7210,0.0
7211,2.0
7212,2.0
7213,3.0
7214,0.0
7215,1.0
7216,0.0
7217,2.0
7218,2.0
7219,0.0
7220,2.0
7221,0.0
7222,3.0
7223,0.0
7224,1.0
7225,1.0
7226,1.0
7227,0.0
7228,0.0
7229,2.0
7230,1.0
7231,0.0
7232,0.0
7233,3.0
7234,3.0
7235,0.0
7236,1.0
7237,2.0
7238,3.0
7239,1.0
7240,2.0
7241,0.0
7242,1.0
7243,1.0
7244,3.0
7245,3.0
7246,0.0
7247,0.0
7248,0.0
7249,3.0
7250,1.0
7251,1.0
7252,2.0
7253,2.0
7254,1.0
7255,4.0
7256,0.0
7257,0.0
7258,0.0
7259,0.0
7260,1.0
7261,0.0
7262,1.0
7263,2.0
7264,0.0
7265,1.0
7266,0.0
7267,1.0
7268,3.0
7269,2.0
7270,0.0
7271,2.0
7272,1.0
7273,0.0
7274,1.0
7275,0.0
7276,1.0
7277,0.0
7278,2.0
7279,4.0
7280,2.0
7281,2.0
7282,0.0
7283,0.0
7284,3.0
7285,0.0
7286,0.0
7287,1.0
7288,0.0
7289,2.0
7290,2.0
7291,3.0
7292,2.0
7293,3.0
7294,2.0
7295,2.0
7296,1.0
7297,3.0
7298,0.0
7299,1.0
7300,0.0
7301,1.0
7302,3.0
7303,0.0
7304,1.0
7305,0.0
7306,3.0
7307,0.0
7308,3.0
7309,0.0
7310,1.0
7311,3.0
7312,3.0
7313,2.0
7314,2.0
7315,2.0
7316,2.0
7317,1.0
7318,2.0
7319,2.0
7320,2.0
7321,2.0
7322,1.0
7323,0.0
7324,3.0
7325,4.0
7326,2.0
7327,1.0
7328,0.0
7329,2.0
7330,7.0
7331,1.0
7332,3.0
7333,1.0
7334,2.0
7335,3.0
7336,2.0
7337,5.0
7338,1.0
7339,0.0
7340,2.0
7341,1.0
7342,1.0
7343,1.0
7344,2.0
7345,2.0
7346,1.0
7347,3.0
7348,1.0
7349,0.0
7350,2.0
7351,5.0
7352,2.0
7353,0.0
7354,1.0
7355,0.0
7356,0.0
7357,1.0
7358,0.0
7359,0.0
7360,1.0
7361,3.0
7362,0.0
7363,0.0
7364,0.0
7365,2.0
7366,0.0
7367,2.0
7368,1.0
7369,0.0
7370,1.0
7371,0.0
7372,0.0
7373,2.0
7374,2.0
7375,1.0
7376,0.0
7377,0.0
7378,1.0
7379,2.0
7380,3.0
7381,1.0
7382,2.0
7383,1.0
7384,2.0
7385,2.0
7386,2.0
7387,0.0
7388,1.0
7389,3.0
7390,2.0
7391,4.0
7392,1.0
7393,5.0
7394,1.0
7395,3.0
7396,0.0
7397,3.0
7398,0.0
7399,0.0
7400,1.0
7401,2.0
7402,2.0
7403,1.0
7404,1.0
7405,2.0
7406,0.0
7407,1.0
7408,0.0
7409,3.0
7410,0.0
7411,1.0
7412,2.0
7413,0.0
7414,3.0
7415,3.0
7416,2.0
7417,0.0
7418,0.0
7419,1.0
7420,1.0
7421,3.0
7422,1.0
7423,1.0
7424,2.0
7425,3.0
7426,0.0
7427,0.0
7428,1.0
7429,1.0
7430,3.0
7431,3.0
7432,0.0
7433,2.0
7434,1.0
7435,3.0
7436,5.0
7437,1.0
7438,2.0
7439,1.0
7440,0.0
7441,1.0
7442,2.0
7443,0.0
7444,2.0
7445,4.0
7446,1.0
7447,3.0
7448,3.0
7449,2.0
7450,0.0
7451,3.0
7452,0.0
7453,1.0
7454,2.0
7455,3.0
7456,1.0
7457,2.0
7458,0.0
7459,1.0
7460,1.0
7461,2.0
7462,2.0
7463,0.0
7464,0.0
7465,2.0
7466,1.0
7467,3.0
7468,0.0
7469,2.0
7470,0.0
7471,1.0
7472,2.0
7473,1.0
7474,3.0
7475,3.0
7476,0.0
7477,2.0
7478,2.0
7479,1.0
7480,1.0
7481,0.0
7482,3.0
7483,0.0
7484,1.0
7485,1.0
7486,1.0
7487,1.0
7488,2.0
7489,0.0
7490,1.0
7491,2.0
7492,4.0
7493,0.0
7494,2.0
7495,4.0
7496,1.0
7497,0.0
7498,3.0
7499,1.0
7500,3.0
7501,0.0
7502,2.0
7503,0.0
7504,1.0
7505,2.0
7506,2.0
7507,1.0
7508,2.0
7509,2.0
7510,0.0
7511,1.0
7512,1.0
7513,1.0
7514,2.0
7515,0.0
7516,2.0
7517,3.0
7518,1.0
7519,0.0
7520,1.0
7521,2.0
7522,0.0
7523,0.0
7524,1.0
7525,1.0
7526,2.0
7527,0.0
7528,1.0
7529,1.0
7530,2.0
7531,1.0
7532,2.0
7533,0.0
7534,1.0
7535,3.0
7536,2.0
7537,3.0
7538,0.0
7539,2.0
7540,2.0
7541,3.0
7542,2.0
7543,3.0
7544,5.0
7545,2.0
7546,0.0
7547,1.0
7548,1.0
7549,0.0
7550,2.0
7551,3.0
7552,2.0
7553,2.0
7554,0.0
7555,0.0
7556,2.0
7557,1.0
7558,0.0
7559,2.0
7560,4.0
7561,0.0
7562,2.0
7563,1.0
7564,0.0
7565,3.0
7566,0.0
7567,3.0
7568,4.0
7569,3.0
7570,1.0
7571,0.0
7572,1.0
7573,0.0
7574,1.0
7575,0.0
7576,4.0
7577,2.0
7578,2.0
7579,1.0
7580,2.0
7581,1.0
7582,4.0
7583,1.0
7584,0.0
7585,0.0
7586,5.0
7587,3.0
7588,1.0
7589,0.0
7590,1.0
7591,1.0
7592,3.0
7593,2.0
7594,4.0
7595,0.0
7596,0.0
7597,2.0
7598,2.0
7599,2.0
7600,3.0
7601,4.0
7602,3.0
7603,1.0
7604,2.0
7605,0.0
7606,2.0
7607,3.0
7608,2.0
7609,4.0
7610,2.0
7611,0.0
7612,1.0
7613,2.0
7614,4.0
7615,1.0
7616,0.0
7617,1.0
7618,1.0
7619,3.0
7620,4.0
7621,1.0
7622,2.0
7623,1.0
7624,0.0
7625,0.0
7626,2.0
7627,1.0
7628,2.0
7629,2.0
7630,3.0
7631,1.0
7632,1.0
7633,4.0
7634,0.0
7635,0.0
7636,3.0
7637,0.0
7638,0.0
7639,0.0
7640,3.0
7641,1.0
7642,2.0
7643,3.0
7644,2.0
7645,0.0
7646,3.0
7647,3.0
7648,1.0
7649,2.0
7650,3.0
7651,2.0
7652,1.0
7653,0.0
7654,0.0
7655,1.0
7656,0.0
7657,2.0
7658,4.0
7659,0.0
7660,1.0
7661,1.0
7662,0.0
7663,1.0
7664,2.0
7665,0.0
7666,2.0
7667,0.0
7668,3.0
7669,3.0
7670,1.0
7671,5.0
7672,3.0
7673,0.0
7674,3.0
7675,1.0
7676,1.0
7677,3.0
7678,1.0
7679,2.0
7680,1.0
7681,3.0
7682,0.0
7683,2.0
7684,3.0
7685,4.0
7686,6.0
7687,2.0
7688,3.0
7689,1.0
7690,0.0
7691,2.0
7692,4.0
7693,2.0
7694,0.0
7695,2.0
7696,2.0
7697,1.0
7698,0.0
7699,1.0
7700,4.0
7701,3.0
7702,0.0
7703,2.0
7704,1.0
7705,2.0
7706,0.0
7707,1.0
7708,0.0
7709,0.0
7710,2.0
7711,1.0
7712,0.0
7713,0.0
7714,0.0
7715,2.0
7716,0.0
7717,4.0
7718,1.0
7719,2.0
7720,2.0
7721,3.0
7722,2.0
7723,1.0
7724,2.0
7725,0.0
7726,2.0
7727,0.0
7728,2.0
7729,2.0
7730,1.0
7731,3.0
7732,1.0
7733,0.0
7734,2.0
7735,0.0
7736,0.0
7737,1.0
7738,0.0
7739,3.0
7740,0.0
7741,3.0
7742,2.0
7743,4.0
7744,1.0
7745,3.0
7746,0.0
7747,0.0
7748,0.0
